,China_bond,China_stock,China_stock_futures,China_energy_futures,China_meat_futures,China_grains_futures,China_softs_futures,China_metals_futures,US_bond,US_stock,US_stock_futures,US_financial_futures,US_energy_futures,US_meat_futures,US_grains_futures,US_softs_futures,US_metals_futures,US_crude_oil_futures,US_gold_futures,UK_bond,UK_stock,UK_stock_futures,UK_financial_futures,UK_energy_futures,UK_grains_futures,UK_softs_futures,UK_metals_futures,UK_crude_oil_futures,EU_bond,EU_stock,EU_stock_futures,EU_financial_futures,Japan_bond,Japan_stock,Japan_stock_futures,Japan_financial_futures,Japan_energy_futures,Japan_grains_futures,Japan_softs_futures,BTC_cryptocurrency,ETH_cryptocurrency,India_stock_futures,Singapore_stock_futures,Brazil_stock_futures,Brazil_meat_futures,India_metals_futures
EU_stock_futures,0.2595626051256316,0.21035028747458656,0.2015888008101624,0.13433774385684608,-0.12258334080708383,0.18265702271835635,0.36779492161562766,0.13879242317856375,0.31407652488457133,0.22794832048799807,0.26298278227103283,-0.1451900130668104,0.2139716139102739,0.2979979110933559,0.1899565771408577,0.6130132436821298,0.24516343901216217,0.23563544849440582,0.25360331833958555,0.352831022072965,0.18766668459202812,0.20746885451847283,-0.16819800901662635,0.21370047577837956,0.19110341789265872,0.5105307489935341,0.2607223063365875,0.22054008909792633,0.2481154884024867,0.27277042260881973,0.27826723598646746,-0.13837504982627197,0.37242844592784285,0.29624509671232463,0.298251807036534,-0.23715468469514583,0.20197846987130397,0.200301437450168,0.12457635503455933,0.24246574420155437,0.28247606240522594,0.26487269112196976,-0.10851416183015301,0.2844965487837689,0.17716898440184778,0.24778177818476277
EU_financial_futures,-0.18640737354997297,0.020944762941442627,-0.02088895351756218,-0.20147990708847244,0.10285189539248246,-0.21155681431357026,-0.31295027769776623,-0.13560157277960877,-0.26110728986660925,-0.06453763305001539,-0.13048077521862017,0.2648844187880249,-0.20941103047155374,-0.32539279121612624,-0.10184342614252216,-0.5469589320638297,-0.0915062048379418,-0.24006558684909607,-0.10984404359296164,-0.33226870751454046,-0.27852802225476786,-0.3071985812698262,0.23632268070860538,-0.24097562441581338,-0.15302964802576968,-0.5607078821377764,-0.11025192200399106,-0.2605512150341785,-0.4367219885053739,-0.1331780505031174,-0.13837504982627197,0.22692828098146714,-0.4477948109524056,-0.18193512969703093,-0.1828428271294446,0.2915832424012558,-0.24278771864251544,-0.2008478479688466,0.020551681752150035,-0.044574751325135484,-0.08173178255189782,-0.1959697254630854,0.13551640073850302,-0.10896835348441937,-0.04146911232778084,-0.15468952914898562
Japan_bond,0.45248392942173005,-0.015858556427988127,0.017092325058894138,0.32344003844604374,-0.32704073134526646,0.4263238767231807,0.781009056815318,0.10826327608485775,0.6584112227714752,0.22178006731826022,0.3419077577229258,-0.5130234191755519,0.34629814141187765,0.7252302658043409,0.10535331805861887,1.6900877913779342,0.2033666699401463,0.39361524908748846,0.32904371172435914,0.8396687756636174,0.48855507712640234,0.5448595966491467,-0.47161119876218544,0.3798028941542685,0.15730365823062012,1.6600743236041073,0.2022426177809156,0.4147024340687889,1.1665583053869388,0.3595250919202787,0.37242844592784285,-0.4477948109524056,1.11784942610788,0.4789375630347805,0.4819354415036776,-0.6067671448553521,0.49707835215836765,0.3528249548010622,0.003835266687940146,0.181103292995933,0.22164426023367234,0.45981436312496593,-0.32147388913271,0.38101563833566193,0.08499985485453035,0.3245393311782014
Japan_stock,0.31044021443697595,0.2030326846093301,0.19099443983558714,0.15183379250753223,-0.07669193542187809,0.2306813778211307,0.4176372075931244,0.1552691306150651,0.3836522024724243,0.2529304194338989,0.292711423131544,-0.1952646102286673,0.2475811558456732,0.3590008114703304,0.22080551690932776,0.7709362221257005,0.2611548237113217,0.2764412054095459,0.2954435396411286,0.43743486809106846,0.176736511480736,0.20061855764191155,-0.2137133154225555,0.2522386201718741,0.2548505133122525,0.6743588863507826,0.2735400491268096,0.2630030297720577,0.34706830818901324,0.28972992334206926,0.29624509671232463,-0.18193512969703093,0.4789375630347805,0.35004745034184115,0.35260902102902375,-0.3074731030799552,0.253447995806411,0.2399405301452161,0.14509769064233324,0.259258986451377,0.2901391831894181,0.30989219366508236,-0.16891359189387267,0.32808428852423055,0.19954493415787156,0.2725311561903915
Japan_stock_futures,0.3117245243961961,0.20490236369971312,0.19224734395860008,0.15430413137629287,-0.07608086890618562,0.23210490442338833,0.4192402019464983,0.15804659271804686,0.38517867373780756,0.2546445990603212,0.2944775589340514,-0.19666434118852255,0.24978437810346726,0.36073464224512647,0.22198598898719252,0.7775342580138138,0.2634123330856572,0.278707867136613,0.29702277657610215,0.4394250766577774,0.17796620361607066,0.20193414919492886,-0.21485142501781013,0.25461149970235564,0.25652710295547554,0.6791989000830475,0.2759276945207708,0.26516992334263034,0.34906649381602617,0.2916960355602245,0.298251807036534,-0.1828428271294446,0.4819354415036776,0.35260902102902375,0.3552358673321751,-0.30956257462948195,0.2549302610917978,0.24114877046151126,0.14818917870980183,0.26141848242255156,0.29219899953682354,0.31178785453983215,-0.16919003884700054,0.3300951006440692,0.200626884040266,0.2742719912781771
Japan_financial_futures,-0.2905108734367964,-0.054516045299105496,-0.10613314779841934,-0.24825943826966068,0.12705248994093657,-0.2948169694622999,-0.43284273857014455,-0.20645604101101891,-0.3860046571005404,-0.15848789539478955,-0.22583827851698338,0.3255336658280775,-0.28844952197904483,-0.4349042748882866,-0.18753407068858796,-0.8409673975857783,-0.1870330186182575,-0.3256552323520976,-0.22582376081488625,-0.47732864901841937,-0.2893899279511198,-0.32506833012389846,0.30863422067769125,-0.3167366883890268,-0.26401402361916354,-0.803365295192166,-0.2106517929355666,-0.33711681492686735,-0.5434879693429555,-0.22966967434511487,-0.23715468469514583,0.2915832424012558,-0.6067671448553521,-0.3074731030799552,-0.30956257462948195,0.4290271527961017,-0.3236657741362975,-0.2803840036218361,-0.039770268082318844,-0.1377472111700775,-0.18368223063522165,-0.30016139930870833,0.2131568975718125,-0.19172136279554572,-0.11765890462602087,-0.25051868824417195
Japan_energy_futures,0.2561653319471204,0.0418560884704647,0.08161298500522353,0.28938510885346347,-0.1352910183515237,0.2454362639825878,0.3843816059713057,0.2409686467513481,0.3307184568504108,0.13402118919240158,0.2135176642568388,-0.29500092685754936,0.33660929324435623,0.3842929903282241,0.23157498656328102,0.6194929813803843,0.17668396538765457,0.3879405251971875,0.16552790231408782,0.39549125482331093,0.36392311253385157,0.39683959061064955,-0.2656568922363748,0.38439943181694786,0.29928197975524556,0.6042968959296292,0.22032200280713196,0.4092817899436726,0.39596003604007296,0.1966104769649966,0.20197846987130397,-0.24278771864251544,0.49707835215836765,0.253447995806411,0.2549302610917978,-0.3236657741362975,0.32037660539838925,0.292947860036132,0.04875921325235429,0.12986048345179863,0.19307164063950605,0.27690226073744856,-0.14996245315990195,0.20056473773394545,0.11678663447124801,0.23469621374196817
Japan_grains_futures,0.27436320021517935,0.13180145274616742,0.18017532475068077,0.24800392233836788,-0.08588116235295433,0.22886852429847543,0.3288044792412734,0.29743000274033093,0.316066271506986,0.16826736494547428,0.234567220917926,-0.22702499808536658,0.355235675020081,0.33195741591216965,0.34501513047348403,0.3450608105962357,0.2275123509496808,0.40955107446089856,0.2103977420117308,0.34017020936663783,0.28355882220691453,0.31078479135510484,-0.22688901516696997,0.3990613103079264,0.4317935127561941,0.3216128485146276,0.28706527980854746,0.42166700125564444,0.1516923441156685,0.19619118383038536,0.200301437450168,-0.2008478479688466,0.3528249548010622,0.2399405301452161,0.24114877046151126,-0.2803840036218361,0.292947860036132,0.32771116250913385,0.07469014808604763,0.1680459538358196,0.2444923772609823,0.27388169353537073,-0.16176868056221302,0.2160926471822949,0.19868914408781554,0.26000573297392815
Japan_softs_futures,0.0607855657488379,0.20160841097071833,0.13223607056729877,0.11383807670846555,0.11385964794684345,0.03985426405079767,0.004504383944814578,0.23091625947528902,0.03582771047820014,0.13381950420414185,0.13221846629746123,-0.013099582510436782,0.15528316093587055,0.03134930982534364,0.16121998236302296,0.1572568754930996,0.1865282167231283,0.1677713290084581,0.08600606829665329,0.020817867156362743,0.06182407108581415,0.06085312568719825,-0.004173075925958195,0.16810966866003613,0.19134504911282313,0.027734287805769444,0.20983500912902123,0.15714337831930017,-0.14668939134580036,0.1240705136872597,0.12457635503455933,0.020551681752150035,0.003835266687940146,0.14509769064233324,0.14818917870980183,-0.039770268082318844,0.04875921325235429,0.07469014808604763,0.3062939973893601,0.19364197773469066,0.1891112888422947,0.10811851874726831,0.048124437236723036,0.16426908183512584,0.13273227931980605,0.12727577177882896
BTC_cryptocurrency,0.21924917344433592,0.26724651811015315,0.2375450822744491,0.07380779444623295,-0.034121564149955916,0.10970004497117833,0.22837988756066793,0.16423784176635178,0.23298476660722756,0.2463989669896201,0.2523352411403479,-0.039745259737171544,0.1880403506951139,0.17609787321525322,0.24168543190693562,0.3662971744900441,0.2661649486131173,0.2069611418479193,0.24388470866951675,0.23048417427668094,0.05720579546239889,0.06417533798804301,-0.07818549715807303,0.18191031231561539,0.25499254456459175,0.24248395894818855,0.2871361269049003,0.1827102700044915,-0.013069384595796775,0.23939044285073868,0.24246574420155437,-0.044574751325135484,0.181103292995933,0.259258986451377,0.26141848242255156,-0.1377472111700775,0.12986048345179863,0.1680459538358196,0.19364197773469066,0.28245011546304305,0.31527786379557315,0.22307746772485368,-0.0735195755207072,0.28110580878749886,0.22118790728423277,0.222768776164343
ETH_cryptocurrency,0.2568380130885067,0.2930625495838939,0.296047731714837,0.16417029625665874,-0.12591175009608957,0.1446680218440815,0.28115631720810735,0.2679373352171786,0.2682923850387616,0.27443005583608615,0.29620216147163514,-0.08775431746247152,0.28744997232636926,0.23811660791714523,0.32467169209962154,0.366553676196233,0.3196792540518705,0.3209097638828677,0.25782858395407937,0.26629680330849204,0.16421587940720841,0.17737904589717796,-0.12347705368833287,0.29592882358754885,0.34839652116382364,0.2307445868266193,0.366027261098872,0.3032162477619059,-0.029599545657506172,0.2790740513116381,0.28247606240522594,-0.08173178255189782,0.22164426023367234,0.2901391831894181,0.29219899953682354,-0.18368223063522165,0.19307164063950605,0.2444923772609823,0.1891112888422947,0.31527786379557315,0.3910125677189194,0.2769916087987446,-0.07654705904716524,0.28764624836155916,0.2533622117214193,0.28207921768461575
India_stock_futures,0.30106494636838593,0.16424375483142825,0.17862618388383997,0.18932766902337803,-0.115811042521034,0.2311117124399196,0.39638835836240394,0.2037968230104631,0.36898148278704535,0.2198300122342919,0.2758449316928076,-0.21867468603828716,0.2891132030566355,0.3646275201657196,0.25535829972215296,0.6517203161909295,0.2446587124351826,0.32814703874179457,0.2572255250150858,0.41691848083101163,0.24077391515905938,0.26764869710946826,-0.22651304107715717,0.3095214682873749,0.30419123535711795,0.5890170756033213,0.27444299148011214,0.32676728322768733,0.3114818588217438,0.25907596417439543,0.26487269112196976,-0.1959697254630854,0.45981436312496593,0.30989219366508236,0.31178785453983215,-0.30016139930870833,0.27690226073744856,0.27388169353537073,0.10811851874726831,0.22307746772485368,0.2769916087987446,0.30454108126426443,-0.1642953721410328,0.2927888965263018,0.18961246031617462,0.2693974978822446
Singapore_stock_futures,-0.2411875911709135,-0.057904486461336675,-0.09362046661816684,0.04767406317828064,0.04877602769886565,-0.15857641537631703,-0.2593654279102355,0.0230551646323194,-0.30753213857411715,-0.1289134827675704,-0.14185098287112857,0.09173057883003026,-0.07049481654235569,-0.22101923286783343,-0.151408601424998,-0.41780149842079317,-0.08382253906818697,-0.0848407035572553,-0.24999788413894178,-0.3370187100400159,0.08580389780659889,0.07226269493964078,0.13682656722938855,-0.059353749416560325,-0.2197273009250949,-0.44115734423983394,-0.07826432353424481,-0.07196147051617645,-0.2603465054573734,-0.10434555377899192,-0.10851416183015301,0.13551640073850302,-0.32147388913271,-0.16891359189387267,-0.16919003884700054,0.2131568975718125,-0.14996245315990195,-0.16176868056221302,0.048124437236723036,-0.0735195755207072,-0.07654705904716524,-0.1642953721410328,0.2624675644830438,-0.1744414935244723,-0.1365488593884038,-0.12016948224732163
Brazil_stock_futures,0.3350461895467924,0.24896098774610825,0.19186208825114345,0.007994626243335164,0.011284244142933275,0.17943494073129485,0.39542833935127125,0.056494383499666775,0.40390338827349803,0.2753532823228579,0.31413282117850777,-0.1003320004289092,0.1836415615794175,0.304140861848565,0.24390601242451332,0.6204890794600088,0.26024067277493884,0.20944549056102627,0.33831006123623,0.42374771618261803,0.06564745998619072,0.08186505475968611,-0.14195181688359224,0.17463832225091439,0.2592036650697496,0.5538144677213803,0.2587738660792228,0.1846952102936417,0.22116445928335898,0.27915548641326876,0.2844965487837689,-0.10896835348441937,0.38101563833566193,0.32808428852423055,0.3300951006440692,-0.19172136279554572,0.20056473773394545,0.2160926471822949,0.16426908183512584,0.28110580878749886,0.28764624836155916,0.2927888965263018,-0.1744414935244723,0.45576046999994907,0.2507933560316412,0.2532612728618694
Brazil_meat_futures,0.22900740220211765,0.2535295645259278,0.25156295263145845,0.008711347056149728,0.03881293184331631,0.11251574976859317,0.17516506414766297,0.15818121115158487,0.229057931541647,0.21412600860819067,0.21855102153233277,-0.00914816076439808,0.17503293691209557,0.13845291824503178,0.31228712475492637,0.08501161650787165,0.23291159153105268,0.1991214704762678,0.26035635112611677,0.1996544286440753,-0.035872666464365786,-0.030434991073402373,-0.06564130763885209,0.17088287235467003,0.3648601387972838,0.020567779943010258,0.26113032737983494,0.17559964547653953,-0.14687447786726568,0.1751774192996732,0.17716898440184778,-0.04146911232778084,0.08499985485453035,0.19954493415787156,0.200626884040266,-0.11765890462602087,0.11678663447124801,0.19868914408781554,0.13273227931980605,0.22118790728423277,0.2533622117214193,0.18961246031617462,-0.1365488593884038,0.2507933560316412,0.25429082070126824,0.20216239405320155
India_metals_futures,0.2619993982816561,0.20405222946865834,0.22220765419805708,0.18787847078323086,-0.0791410885703385,0.20127034132318217,0.3312223017169392,0.23702506795508857,0.30010657540662805,0.2099193394186637,0.25477975537146513,-0.1687644757682184,0.28602514685715974,0.294120337359335,0.28065149586276406,0.4389438980491671,0.25279299069573563,0.3221568853718074,0.23757141596313952,0.324215110025416,0.22286328003848377,0.24564989728802064,-0.18481434025885643,0.3048318028055988,0.3203879406253748,0.36238868615806463,0.292133397836592,0.3163922666157852,0.14301642708088363,0.24321640630206215,0.24778177818476277,-0.15468952914898562,0.3245393311782014,0.2725311561903915,0.2742719912781771,-0.25051868824417195,0.23469621374196817,0.26000573297392815,0.12727577177882896,0.222768776164343,0.28207921768461575,0.2693974978822446,-0.12016948224732163,0.2532612728618694,0.20216239405320155,0.2674256471705398
